extent,bandwidth,bufferLoadTime,cpu-value,disk-read,disk-write,fps,latency,memory-value,network-rx,network-tx,networkLatency
1,1331.6357246077114,17.817500000004657,5.500033378601074,4096.01806640625,9830.4423828125,260.2472348732083,1652.5174999999872,757153792,10842.8603515625,555960.6875,1608.749999999971
1,1946.6844490976998,18.485000000044238,5.500033378601074,4096.01806640625,9830.4423828125,208.55057351478604,1144.0999999999767,757153792,10842.8603515625,555960.6875,1099.664999999979
1,4662.927338194705,14.805000000022119,6.599794387817383,0,17203.69921875,205.5498458380091,491.1049999999814,758624320,10684.5703125,604697.5,456.5450000000128
1,20913.454177695457,14.335000000020955,6.599794387817383,0,17203.69921875,209.86358866675093,139.85999999998603,758624320,10684.5703125,604697.5,101.7050000000163
1,2281.1840939116023,14.494999999995343,5.800151824951172,0,552155.75,408.163265304183,961.5449999999837,768757824,19648.94921875,1044487,934.7749999999651
1,1459.9625182012846,14.595000000030268,6.599794387817383,0,17203.69921875,206.1855670112991,1497.835000000021,758624320,10684.5703125,604697.5,1459.375
1,758.9173106034802,19.889999999955762,5.800151824951172,0,552155.75,229.8850574694187,2852.680000000051,768757824,19648.94921875,1044487,2814.289999999979
1,1632.5703056932646,15.565000000002328,5.800151824951172,0,552155.75,214.36227224104863,1349.850000000035,768757824,19648.94921875,1044487,1307.2150000000256
1,1346.0925963216578,21.854999999981374,5.500033378601074,4096.01806640625,9830.4423828125,214.36227224104863,1641.5750000000116,757153792,10842.8603515625,555960.6875,1589.1199999999953
1,3017.7521476124257,14.470000000030268,5.500033378601074,4096.01806640625,9830.4423828125,205.9732234817377,738.0100000000093,757153792,10842.8603515625,555960.6875,708.2999999999884
1,2500.2466769842836,14.735000000015134,5.800015449523926,0,9830.4638671875,204.49897750452826,854.9400000000023,752766976,13689.759765625,801410.125,817.1300000000047
1,2070.2337180611785,16.625,5.800015449523926,0,9830.4638671875,206.61157024684059,1021.5550000000221,752766976,13689.759765625,801410.125,984.9150000000081
1,8637.994206770367,15.349999999976717,4.999983787536621,0,325225.5,187.26591760311874,269.25,768466880,17525.830078125,1150145,234.56500000000233
1,4658.6950405116,14.700000000011642,4.999983787536621,0,325225.5,396.8253968224637,461.6149999999907,768466880,17525.830078125,1150145,433.945000000007
1,1060.031753079338,18.929999999993015,5.800015449523926,0,9830.4638671875,396.8253968224637,1953.8600000000151,752766976,13689.759765625,801410.125,1919.6199999999953
1,2062.143607919189,15.084999999991851,5.800015449523926,0,9830.4638671875,196.1745953897626,1020.5475000000006,752766976,13689.759765625,801410.125,984.695000000007
1,4361.02335728895,23.119999999995343,6.000008583068848,0,17203.33203125,427.35042735106515,499.3949999999895,744546304,13317.1796875,719229.375,460.22000000000116
1,2570.4227862186394,15.47500000000582,6.000008583068848,0,17203.33203125,201.40986908254615,815.1349999999802,744546304,13317.1796875,719229.375,778.7949999999837
